City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,belyy yar,53.6039,91.3903,2.94,81,0,6.0,RU,1699932788
290,vila franca do campo,37.7167,-25.4333,17.23,99,81,2.6,PT,1699932788
291,port alfred,-33.5906,26.891,13.43,95,89,5.17,ZA,1699932542
292,mogadishu,2.0371,45.3438,27.56,77,100,2.95,SO,1699932567
293,as sulayyil,20.4607,45.5779,19.14,46,26,2.9,SA,1699932790
294,fredericton,45.9454,-66.6656,-2.53,80,100,1.54,CA,1699932791
295,yulinshi,38.2906,109.7494,5.19,24,0,1.61,CN,1699932792
296,menomonie,44.8755,-91.9193,6.55,75,0,0.0,US,1699932792
297,tengrela,10.4869,-6.4097,21.33,42,78,1.78,CI,1699932793
298,agdam,39.991,46.9274,12.24,78,46,1.11,AZ,1699932793
299,howrah,22.5892,88.3103,24.0,73,20,4.12,IN,1699932794
300,karaton,-6.3424,106.1045,31.35,63,96,0.34,ID,1699932795
301,mersing,2.4312,103.8405,29.95,79,40,2.06,MY,1699932795
302,kebili,33.7044,8.969,16.46,67,0,2.44,TN,1699932796
303,alice springs,-23.7,133.8833,35.75,13,14,2.57,AU,1699932797
304,faranah,10.0404,-10.7434,18.59,46,8,1.76,GN,1699932797
305,wamba,8.9333,8.6,24.04,43,95,1.25,NG,1699932798
306,tahoua,14.8888,5.2692,21.99,21,0,4.12,NE,1699932798
307,timbuktu,16.7735,-3.0074,23.33,13,0,4.28,ML,1699932799
308,puerto deseado,-47.7503,-65.8938,8.65,44,100,10.18,AR,1699932800
309,ramadi,33.4226,43.3058,21.95,32,91,2.33,IQ,1699932800
310,orichi,58.4036,49.0572,5.59,84,100,5.1,RU,1699932801
311,el quebrachal,-25.2833,-64.0667,17.86,72,100,0.78,AR,1699932801
312,piwniczna-zdroj,49.4406,20.7142,8.7,83,100,3.23,PL,1699932802
313,at taj,24.2049,23.2857,16.73,37,0,4.35,LY,1699932595
314,divnogorsk,55.9594,92.3619,0.97,89,100,4.5,RU,1699932803
315,la'ie,21.6477,-157.9253,27.98,77,51,4.47,US,1699932804
316,seosan,36.7817,126.4522,8.95,62,100,1.08,KR,1699932805
317,kourou,5.1552,-52.6478,25.03,90,12,2.52,GF,1699932678
318,creston,41.0586,-94.3614,7.98,46,0,3.6,US,1699932624
319,port mathurin,-19.6833,63.4167,27.05,83,20,2.06,MU,1699932806
320,wailua homesteads,22.0669,-159.378,27.24,80,40,7.2,US,1699932808
321,mejit,10.2753,170.8646,27.06,85,98,6.34,MH,1699932808
322,queenstown,-31.8976,26.8753,9.78,83,80,3.05,ZA,1699932519
323,tongshan,34.1805,117.1571,10.46,22,0,2.45,CN,1699932810
324,santa maria do suacui,-18.1903,-42.4142,23.16,54,75,0.49,BR,1699932810
325,jayapura,-2.5333,140.7,31.66,75,95,3.02,ID,1699932811
326,nahiyat ash shinafiyah,31.5874,44.6602,20.95,37,5,2.38,IQ,1699932811
327,neryungri,56.6709,124.6491,-10.13,80,100,0.28,RU,1699932812
328,kadisehri,39.9957,35.7919,10.41,81,100,1.77,TR,1699932813
329,veraval,20.9,70.3667,27.83,33,27,4.45,IN,1699932813
330,vanimo,-2.6741,141.3028,29.32,75,92,1.56,PG,1699932814
331,stephenville,32.2207,-98.2023,12.86,79,100,2.21,US,1699932814
332,gunupur,19.0833,83.8167,26.1,60,92,1.57,IN,1699932815
333,high river,50.5834,-113.8687,5.09,77,77,0.9,CA,1699932816
334,mto wa mbu,-3.35,35.85,21.12,86,72,1.13,TZ,1699932816
335,conceicao do araguaia,-8.2578,-49.2647,26.53,48,0,1.87,BR,1699932817
336,kilju,40.9642,129.3278,8.13,41,54,1.62,KP,1699932817
337,cumbal,0.9088,-77.7915,7.78,95,20,1.9,CO,1699932818
338,sarupathar,26.1984,93.8094,24.43,66,25,1.88,IN,1699932819
339,flin flon,54.7682,-101.865,0.23,80,100,5.71,CA,1699932820
340,mirnyy,62.5353,113.9611,-8.2,92,99,1.79,RU,1699932821
341,eraan,9.0629,117.7016,31.18,66,99,3.29,PH,1699932821
342,klyuchi,52.2667,79.1667,2.82,93,93,3.47,RU,1699932575
343,yerofey pavlovich,53.9667,121.9667,-4.02,44,82,0.77,RU,1699932822
344,xinzo de limia,42.0635,-7.7246,13.23,84,100,1.99,ES,1699932823
345,sretensk,52.2453,117.7093,-5.05,61,37,1.47,RU,1699932823
346,serhiyivka,46.0272,30.3768,7.89,56,8,3.6,UA,1699932824
347,riacho de santana,-13.6092,-42.9389,23.94,38,0,2.19,BR,1699932824
348,kirensk,57.7853,108.1119,-3.91,95,100,4.47,RU,1699932825
349,altai,46.3722,96.2583,-8.0,86,100,4.03,MN,1699932825
350,fortuna,40.5982,-124.1573,13.32,95,100,0.45,US,1699932817
351,schwarzenfeld,49.3894,12.1397,9.69,75,100,5.52,DE,1699932826
352,mathba,22.2855,89.9629,26.53,58,100,3.03,BD,1699932827
353,szamotuly,52.612,16.5779,9.06,98,88,7.35,PL,1699932827
354,zhanaozen,43.3,52.8,10.17,52,13,7.57,KZ,1699932828
355,taoudenni,22.6783,-3.9836,23.37,20,3,5.77,ML,1699932573
356,slave lake,55.2834,-114.769,-1.01,74,100,11.32,CA,1699932619
357,al jumum,21.6169,39.6981,27.71,60,33,1.75,SA,1699932829
358,tromso,69.6496,18.957,-8.99,92,57,1.03,NO,1699932585
359,port douglas,-16.4833,145.4667,26.54,56,28,4.54,AU,1699932830
360,port augusta,-32.5,137.7667,27.69,31,65,6.53,AU,1699932598
361,lufilufi,-13.8745,-171.5986,32.88,76,45,4.54,WS,1699932831
362,hirson,49.9226,4.0826,10.48,90,100,6.85,FR,1699932832
363,konstantinovka,49.6167,127.9833,-1.99,74,30,4.34,RU,1699932832
364,mardin,37.3131,40.7436,14.59,55,75,4.63,TR,1699932833
365,mangrol,21.1167,70.1167,25.33,35,34,3.68,IN,1699932561
366,berdigestyakh,62.0989,126.6992,-12.36,96,99,2.17,RU,1699932748
367,port macquarie,-31.4333,152.9167,25.5,66,20,6.28,AU,1699932834
368,likiep,9.8251,169.3107,27.21,84,70,8.99,MH,1699932835
369,vrangel',42.7297,133.0839,2.8,41,0,3.87,RU,1699932835
370,harstad,68.799,16.5293,-2.69,64,11,1.32,NO,1699932836
371,ciudad lazaro cardenas,17.9583,-102.2,26.35,82,30,1.33,MX,1699932836
372,lihue,21.9789,-159.3672,27.58,75,40,7.2,US,1699932837
373,buka,40.8108,69.1986,10.96,32,0,1.25,UZ,1699932837
374,west helena,34.5507,-90.6418,11.86,46,100,3.23,US,1699932838
375,zhangjiakou shi xuanhua qu,40.6103,115.0447,5.31,23,0,2.44,CN,1699932838
376,bengkulu,-3.8004,102.2655,27.87,79,88,2.86,ID,1699932838
377,metlili chaamba,32.2667,3.6333,13.52,51,0,0.0,DZ,1699932839
378,ampara,7.2833,81.6667,28.25,77,56,1.92,LK,1699932612
379,usogorsk,63.4106,48.6872,-0.74,94,100,2.6,RU,1699932840
380,huarmey,-10.0681,-78.1522,19.69,88,85,4.05,PE,1699932840
381,tionk essil,12.7856,-16.5217,24.98,51,72,1.88,SN,1699932841
382,livramento do brumado,-13.6431,-41.8406,23.42,45,0,1.39,BR,1699932841
383,madang,-5.2246,145.7966,26.64,80,99,2.01,PG,1699932842
384,williams lake,52.1415,-122.1445,2.76,73,100,1.03,CA,1699932842
385,itoman,26.1247,127.6694,23.43,55,75,5.14,JP,1699932843
386,inarajan village,13.2736,144.7484,32.54,83,23,8.84,GU,1699932844
387,papao,-17.75,-149.55,28.7,94,96,8.01,PF,1699932844
388,jackson,42.4165,-122.8345,10.44,91,0,0.0,US,1699932845
389,ndele,8.4109,20.6473,22.45,85,87,0.8,CF,1699932845
390,akjoujt,19.6969,-14.4164,24.35,17,19,3.08,MR,1699932846
391,kotel'nikovo,47.6317,43.1461,6.52,92,100,4.84,RU,1699932847
392,chela,34.069,104.4619,7.96,45,30,1.91,CN,1699932848
393,hinna,10.3043,11.4991,24.88,29,77,1.92,NG,1699932848
394,filey,54.21,-0.2892,10.44,86,84,0.89,GB,1699932849
395,morehead city,34.7229,-76.726,12.21,91,0,0.0,US,1699932783
396,shihezi,44.3,86.0333,5.85,60,93,4.32,CN,1699932850
397,odessa,46.4775,30.7326,7.9,67,0,3.15,UA,1699932287
398,cascais,38.6979,-9.4215,16.63,93,67,4.02,PT,1699932851
399,natal,-5.795,-35.2094,26.36,83,40,4.63,BR,1699932785
400,giridih,24.1833,86.3,24.91,41,43,2.2,IN,1699932852
401,san patricio,28.017,-97.5169,17.69,88,100,5.22,US,1699932853
402,nova vicosa,-17.8919,-39.3719,24.3,83,48,6.45,BR,1699932853
403,torghay,49.6339,63.4981,4.47,76,100,5.69,KZ,1699932854
404,brookings,44.3114,-96.7984,11.88,42,0,7.72,US,1699932742
405,haiku-pauwela,20.9219,-156.3051,25.02,66,20,7.2,US,1699932855
406,thakhek,17.4103,104.8307,28.06,50,28,4.36,LA,1699932856
407,jinghong,21.991,100.7341,23.4,82,98,0.82,CN,1699932857
408,masterton,-40.9597,175.6575,17.71,55,67,6.26,NZ,1699932857
409,howard springs,-12.497,131.047,33.26,59,44,4.28,AU,1699932859
410,coulounieix,45.1529,0.6885,16.24,95,100,3.35,FR,1699932859
411,porto murtinho,-21.6989,-57.8825,25.36,82,97,0.58,BR,1699932860
412,margate,51.3813,1.3862,12.72,80,72,5.36,GB,1699932861
413,lorengau,-2.0226,147.2712,28.27,77,97,3.0,PG,1699932861
414,prince rupert,54.3161,-130.3201,7.83,67,75,5.14,CA,1699932613
415,teknaf,20.8624,92.3058,28.62,66,99,0.92,BD,1699932863
416,sao tome,0.3365,6.7273,26.02,89,75,2.06,ST,1699932863
417,xining,36.6167,101.7667,4.48,38,0,0.41,CN,1699932864
418,broken hill,-31.95,141.4333,27.69,21,67,3.98,AU,1699932864
419,isangel,-19.55,169.2667,27.06,69,75,6.17,VU,1699932865
420,san andres,12.5847,-81.7006,25.01,100,40,1.54,CO,1699932866
421,oromocto,45.8351,-66.4792,-2.04,74,100,1.54,CA,1699932866
422,tsiombe,-25.3,45.4833,21.6,83,93,3.58,MG,1699932568
423,kuressaare,58.2481,22.5039,2.75,96,100,1.79,EE,1699932867
424,azemmour,33.2895,-8.3425,19.57,59,2,3.38,MA,1699932868
425,solnechnyy,50.7214,136.6319,-11.09,70,23,1.54,RU,1699932868
426,sarkand,45.41,79.9186,2.88,51,2,1.52,KZ,1699932869
427,kailua-kona,19.6406,-155.9956,27.98,79,75,3.6,US,1699932869
428,sinjar,36.3209,41.8754,18.51,37,90,2.44,IQ,1699932870
429,church hill,36.5223,-82.7135,10.66,65,100,0.89,US,1699932871
430,mana,5.6592,-53.7767,25.82,90,4,3.21,GF,1699932871
431,colonia,50.9333,6.95,12.13,75,75,8.75,DE,1699932872
432,otjimbingwe,-22.35,16.1333,24.79,44,66,1.1,NA,1699932872
433,rabaul,-4.1967,152.1721,28.23,69,29,3.7,PG,1699932873
434,rio verde,21.9333,-99.9833,16.12,94,100,2.37,MX,1699932873
435,cajuru,-21.2753,-47.3042,25.11,36,76,2.62,BR,1699932874
436,kerikeri,-35.2268,173.9474,14.29,87,100,4.05,NZ,1699932738
437,happy valley-goose bay,53.3168,-60.3315,-5.83,73,40,3.6,CA,1699932584
438,sarangani,5.4033,125.4636,28.62,73,31,2.36,PH,1699932876
439,augusta,48.3667,10.8833,11.3,87,100,3.6,DE,1699932876
440,newton,42.337,-71.2092,3.92,74,100,0.45,US,1699932872
441,caleta de carquin,-11.0925,-77.6267,19.35,89,24,5.25,PE,1699932877
442,gaigeturi,33.4644,126.3183,12.03,54,75,2.57,KR,1699932879
443,saudarkrokur,65.7461,-19.6394,-1.58,83,11,4.27,IS,1699932880
444,bintulu,3.1667,113.0333,31.23,74,40,1.03,MY,1699932881
445,nuuk,64.1835,-51.7216,-2.66,86,75,7.2,GL,1699932881
446,tuba city,36.135,-111.2399,11.66,41,84,0.78,US,1699932882
447,majene,-3.5403,118.9707,31.33,58,7,2.68,ID,1699932882
448,port isabel,26.0734,-97.2086,18.02,91,100,7.72,US,1699932883
449,mashhad,36.297,59.6062,8.08,71,0,3.09,IR,1699932884
450,kharp,66.8014,65.8081,-14.89,99,100,0.77,RU,1699932884
451,levuka,50.1834,-105.4011,5.84,58,19,6.08,CA,1699932885
452,bagan,54.1001,77.6646,1.66,85,78,2.73,RU,1699932886
453,dalandzadgad,43.5708,104.425,1.84,29,88,1.11,MN,1699932886
454,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1699932657
455,holualoa,19.6228,-155.9522,25.91,79,75,3.6,US,1699932887
456,novyy urgal,51.0736,132.5642,-9.19,72,73,0.39,RU,1699932888
457,kikwit,-5.041,18.8162,20.61,90,86,0.71,CD,1699932888
458,mujiayingzi,42.1167,118.7833,2.3,45,15,1.82,CN,1699932888
459,lerwick,60.1545,-1.1494,6.87,77,71,4.63,GB,1699932889
460,vila velha,-20.3297,-40.2925,25.97,87,0,6.17,BR,1699932890
461,xilin hot,43.9667,116.0333,-2.08,58,10,4.62,CN,1699932891
462,hasaki,35.7333,140.8333,17.22,33,0,1.56,JP,1699932891
463,adamantina,-21.6853,-51.0725,28.19,37,31,2.16,BR,1699932891
464,dompu,-8.5356,118.4622,35.3,46,59,2.28,ID,1699932892
465,ghat,24.9647,10.1728,16.76,46,0,1.86,LY,1699932892
466,baotou,40.6522,109.8222,1.91,25,0,1.18,CN,1699932893
467,quellon,-43.1167,-73.6167,4.13,81,96,3.36,CL,1699932893
468,eaglehawk,-36.7333,144.25,11.34,80,100,2.53,AU,1699932894
469,ntcheu,-14.8203,34.6359,18.74,91,92,2.09,MW,1699932894
470,adra,36.7496,-3.0206,18.63,58,97,1.05,ES,1699932895
471,arawa,-6.2132,155.5367,30.51,58,98,0.61,PG,1699932895
472,arris,35.2588,6.3471,9.92,63,0,1.2,DZ,1699932896
473,wakkanai,45.4094,141.6739,-0.51,90,75,4.63,JP,1699932896
474,san luis,-33.295,-66.3356,15.32,39,0,3.06,AR,1699932897
475,mwinilunga,-11.7358,24.4293,15.59,97,40,1.65,ZM,1699932862
476,mikun',62.3547,50.0771,1.83,99,100,2.81,RU,1699932898
477,jijiga,9.35,42.8,17.18,54,96,1.7,ET,1699932898
478,bamboo flat,11.7,92.7167,26.05,89,100,2.57,IN,1699932898
479,ostrava,49.8346,18.282,10.54,87,40,7.72,CZ,1699932899
480,ulan bator,47.9077,106.8832,-13.93,72,40,0.0,MN,1699932899
481,cidreira,-30.1811,-50.2056,20.11,96,100,2.06,BR,1699932624
482,usinsk,65.9939,57.5281,-7.18,83,100,2.24,RU,1699932900
483,el calafate,-50.3408,-72.2768,2.76,63,82,5.25,AR,1699932901
484,santa ines west,15.564,120.4656,31.38,59,73,4.18,PH,1699932901
485,itaguai,-22.8522,-43.7753,25.35,85,98,2.18,BR,1699932774
486,kalengwa,-13.4659,25.0027,16.64,94,63,1.59,ZM,1699932862
487,hastings,50.8552,0.5729,13.77,86,69,11.4,GB,1699932904
488,tofol,5.3248,163.0078,29.88,74,75,3.09,FM,1699932904
489,egilsstadir,65.2653,-14.3948,1.95,93,75,1.03,IS,1699932906
490,kousseri,12.0769,15.0306,26.98,34,76,2.06,CM,1699932906
491,nephi,39.7102,-111.8363,9.78,25,98,2.37,US,1699932907
492,balcarce,-37.8462,-58.2552,10.89,79,73,1.79,AR,1699932908
493,vernon,50.2581,-119.2691,7.2,62,19,1.03,CA,1699932908
494,mount isa,-20.7333,139.5,38.87,12,0,7.2,AU,1699932642
495,touros,-5.1989,-35.4608,26.33,79,76,5.2,BR,1699932909
496,alice,27.7523,-98.0697,17.69,100,100,4.63,US,1699932910
497,grand baie,-20.0182,57.5802,26.36,70,7,1.79,MU,1699932911
498,ilhabela,-23.7781,-45.3581,24.43,94,52,2.02,BR,1699932911
499,nova sintra,14.8667,-24.7167,23.78,72,100,5.57,CV,1699932912
500,hobyo,5.3505,48.5268,27.17,79,45,2.31,SO,1699932912
501,reguiba,33.5639,6.7033,13.03,76,0,0.0,DZ,1699932913
502,tekkali,18.6167,84.2333,26.89,57,100,3.11,IN,1699932914
503,gao,16.6362,1.637,22.06,17,0,5.62,ML,1699932914
504,caussade,44.1608,1.5391,14.49,93,99,0.79,FR,1699932915
505,yambio,4.5721,28.3955,20.8,96,100,1.69,SS,1699932916
506,leava,-14.3,-178.1667,28.68,84,100,6.91,WF,1699932917
507,porto novo,6.4965,2.6036,24.9,88,5,0.61,BJ,1699932917
508,mirny,62.5353,113.9611,-8.2,92,99,1.79,RU,1699932918
509,goure,13.9835,10.2704,23.02,19,97,4.19,NE,1699932918
510,new norfolk,-42.7826,147.0587,17.06,29,4,2.73,AU,1699932919
511,la jolla,32.8473,-117.2742,18.73,67,0,2.06,US,1699932694
512,mosjoen,65.836,13.1908,-12.71,92,79,1.54,NO,1699932920
513,staraya kulatka,52.7167,47.6167,3.89,95,92,3.13,RU,1699932921
514,sandnessjoen,66.0217,12.6316,-12.71,63,28,4.34,NO,1699932921
515,abaete,-19.16,-45.4458,26.55,31,17,1.33,BR,1699932922
516,'ali sabieh,11.1558,42.7125,21.31,84,50,6.12,DJ,1699932923
517,kolonia,50.9333,6.95,12.13,75,75,8.75,DE,1699932861
518,kalmunai,7.4167,81.8167,27.91,77,62,1.66,LK,1699932924
519,nusaybin,37.0778,41.2178,17.97,52,100,1.95,TR,1699932924
520,al hufuf,25.3646,49.5653,21.19,78,34,1.54,SA,1699932925
521,tupiza,-21.45,-65.7167,17.27,23,0,3.57,BO,1699932926
522,ocean city,39.2776,-74.5746,8.32,81,24,1.34,US,1699932927
523,gadzhiyevo,69.2551,33.3362,-9.31,98,95,1.35,RU,1699932928
524,khamaria,23.2167,79.8833,20.68,83,100,1.54,IN,1699932928
525,rikaze,29.25,88.8833,5.51,39,55,1.11,CN,1699932929
526,pangody,65.85,74.4859,-15.17,97,100,4.11,RU,1699932929
527,faya-largeau,17.9257,19.1043,23.47,23,87,12.44,TD,1699932930
528,hutang,31.5333,119.4833,11.45,38,0,2.31,CN,1699932931
529,tefe,-3.3542,-64.7114,26.42,74,95,0.5,BR,1699932931
530,guerrero negro,27.9769,-114.0611,20.15,60,100,4.18,MX,1699932932
531,ambon,-3.6954,128.1814,32.08,62,20,4.12,ID,1699932932
532,carutapera,-1.195,-46.02,25.09,85,78,3.06,BR,1699932933
533,ataq,14.5377,46.8319,21.01,53,68,0.79,YE,1699932934
534,santa comba,43.0331,-8.8093,17.05,96,100,5.91,ES,1699932934
535,leeton,-34.5667,146.4,21.05,27,100,4.27,AU,1699932935
536,bodo,67.28,14.405,-2.9,54,0,8.75,NO,1699932936
537,manismata,-2.4667,111.0333,31.82,65,70,0.75,ID,1699932936
538,courtenay,49.6866,-124.9936,5.62,90,0,0.0,CA,1699932826
539,tbeng meanchey,13.8167,104.9667,30.63,60,68,2.37,KH,1699932937
540,rudsar,37.1376,50.288,13.99,62,4,1.66,IR,1699932938
541,kayangel,8.0823,134.7173,28.27,79,74,6.39,PW,1699932686
542,aykhal,66.0,111.5,-8.69,94,100,3.9,RU,1699932766
543,siwa oasis,29.2041,25.5195,19.08,59,0,3.66,EG,1699932940
544,andalgala,-27.5819,-66.3165,12.73,43,0,0.43,AR,1699932940
545,monterey,36.2505,-121.2516,13.99,79,26,2.58,US,1699932941
546,skara,58.3866,13.4384,0.57,93,100,2.68,SE,1699932941
547,thames,-37.1333,175.5333,15.51,81,100,3.06,NZ,1699932942
548,zaozersk,69.4005,32.4476,-13.06,100,94,1.15,RU,1699932942
549,urangan,-25.3,152.9,24.18,70,0,7.22,AU,1699932943
550,huancavelica,-12.7667,-74.9833,5.52,84,99,0.27,PE,1699932943
551,vanino,49.0869,140.2543,-5.04,48,14,4.8,RU,1699932944
552,labytnangi,66.6572,66.4183,-17.48,99,100,0.93,RU,1699932944
553,ad dilam,23.9915,47.1627,21.23,45,100,2.38,SA,1699932945
554,inhambane,-23.865,35.3833,22.99,60,75,6.69,MZ,1699932945
555,lesnoy,57.6198,63.0784,3.09,96,100,5.77,RU,1699932946
556,natchez,31.5604,-91.4032,16.12,82,100,3.09,US,1699932825
557,kralendijk,12.15,-68.2667,28.99,79,56,9.77,BQ,1699932947
558,turpan,42.9333,89.1667,10.33,26,100,0.76,CN,1699932947
559,kindu,-2.95,25.95,21.03,100,100,0.56,CD,1699932948
560,alexander city,32.944,-85.9539,12.88,88,0,2.06,US,1699932893
561,pyay,18.8167,95.2167,28.87,64,77,3.44,MM,1699932950
562,marica,-22.9194,-42.8186,27.97,84,96,2.19,BR,1699932950
563,carauari,-4.8828,-66.8958,23.61,94,64,0.36,BR,1699932950
564,fort irwin,35.2627,-116.6848,14.74,29,40,0.0,US,1699932696
565,tokar,18.4254,37.729,28.28,73,39,2.9,SD,1699932951
566,karratha,-20.7377,116.8463,30.68,34,5,7.68,AU,1699932952
567,nantucket,41.2835,-70.0995,4.44,82,100,1.54,US,1699932952
568,axim,4.8699,-2.2405,25.33,90,1,1.53,GH,1699932677
569,huilong,31.8111,121.655,12.99,58,13,3.67,CN,1699932953
570,jaleshwar,26.6471,85.8008,25.23,47,71,1.4,NP,1699932953
571,lanzhou,36.0564,103.7922,8.83,39,0,0.62,CN,1699932954
572,peace river,56.2501,-117.286,-3.83,86,100,1.03,CA,1699932954
573,smithers,54.7804,-127.1743,0.18,93,75,1.03,CA,1699932921
574,centenario,-38.8043,-68.14,13.86,41,0,2.06,AR,1699932955
575,mytilene,39.11,26.5547,14.55,66,4,2.53,GR,1699932956
576,coquimbo,-29.9533,-71.3436,13.85,82,0,1.03,CL,1699932956
577,idri,27.5,13.2667,16.75,62,56,3.33,LY,1699932957
578,virrat,62.2476,23.78,-2.81,96,100,2.39,FI,1699932957
579,port blair,11.6667,92.75,26.02,89,100,2.57,IN,1699932773
580,hilo,19.7297,-155.09,23.95,92,75,0.0,US,1699932885
